	0	1	2	3	4	5	6	7	8	9	10	11	12	13	14	15	16	17	18	19
pancreas_delta	0.69	0.9357777777777777	0.8325333333333335	0.9022	0.9594444444444444	0.9592083333333333	0.9222857142857143	0.9723529411764705	0.08366666666666667	0.9602916666666667	0.8811999999999999	0.8063333333333332	0.9677777777777777	0.9258888888888889	0.9522222222222222	0.9690666666666666	0.8894666666666667	0.9734000000000002	0.961	0.5130833333333333
pancreas_duct	0.942875	0.9149166666666666	0.9511000000000001	0.969	0.9414583333333334	0.972375	0.9532499999999999	0.9583676470588234	0.7587857142857144	0.96940625	0.7051499999999999	0.109375	0.8709166666666667	0.87125	0.9625416666666666	0.97015	0.8946999999999999	0.9693499999999999	0.969125	0.9718125
pancreas_endothel	0.9373333333333332	0.9001111111111112	0.9028	0.9443333333333332	0.7902222222222223	0.9423749999999999	0.9222857142857143	0.9325098039215686	0.7275238095238096	0.9755416666666666	0.9554666666666667	0.9239166666666666	0.8654444444444443	0.9506666666666668	0.9343888888888888	0.9516666666666665	0.5847333333333334	0.8928666666666665	0.8860000000000001	0.9138333333333334
prostate_epithelial	0.9596875	0.9196666666666666	0.9574500000000001	0.9166	0.8494166666666666	0.9740624999999999	0.9532499999999999	0.9504705882352941	0.6487499999999999	0.9680312499999999	0.75605	0.9504999999999999	0.8880833333333332	0.8798333333333332	0.8290833333333334	0.12519999999999998	0.9283	0.81375	0.9484374999999999	0.952625
saphenous_vein_endothel	0.9455	0.9458888888888889	0.9500666666666667	0.9538666666666668	0.9055555555555556	0.9817916666666666	0.9337142857142856	0.9374705882352941	0.6516666666666667	0.9688333333333334	0.9596666666666666	0.9561666666666667	0.8318888888888889	0.9381111111111112	0.9371666666666667	0.9678666666666667	0.8301999999999999	0.8804	0.92875	0.9814166666666667
skeletal_muscle	0.88025	0.8455	0.9025000000000001	0.8282999999999999	0.8445833333333332	0.9321250000000001	0.7801428571428572	0.935764705882353	0.8505714285714285	0.7826875	0.9338	0.6005625	0.9018333333333334	0.9443333333333334	0.9257500000000001	0.9378	0.7917000000000001	0.6583	0.9299999999999999	0.989125
small_int_epithelial	0.005875	0.9465833333333333	0.94275	0.9516499999999999	0.9656250000000001	0.96996875	0.9657857142857142	0.9603970588235294	0.81675	0.974375	0.039549999999999995	0.90353125	0.8750000000000001	0.7968333333333333	0.9398333333333334	0.0714	0.90605	0.9168	0.9602499999999999	0.9523124999999999
smooth_muscle	0.756	0.7790666666666666	0.9200799999999999	0.89452	0.7255666666666667	0.882075	0.907	0.8897294117647059	0.5498857142857143	0.929725	0.9150400000000001	0.835675	0.7228666666666667	0.7044666666666666	0.8946666666666665	0.9110400000000001	0.62396	0.8469599999999999	0.9438500000000001	0.925
thyroid_epithelial	0.9684166666666666	0.9603333333333334	0.07553333333333333	0.8650666666666668	0.6710555555555556	0.9334583333333333	0.9463809523809524	0.9407843137254902	0.9425714285714285	0.9423750000000001	0.9145333333333333	0.9511666666666666	0.8938888888888888	0.9322222222222222	0.9403333333333332	0.9548	0.03373333333333334	0.9583333333333334	0.9493333333333333	0.9659166666666666
tongue_epithelial	0.9489166666666667	0.8959999999999999	0.9655333333333332	0.20173333333333332	0.9209444444444445	0.9486666666666667	0.952	0.9655490196078431	0.897904761904762	0.9615833333333333	0.9322666666666666	0.9464166666666666	0.7567777777777778	0.9282222222222222	0.06305555555555557	0.11333333333333333	0.8587333333333332	0.8654666666666667	0.17908333333333334	0.9724166666666667
tonsil_palatine_epithelial	0.956	0.8802222222222224	0.9516	0.09586666666666667	0.8169999999999998	0.8589166666666666	0.943	0.9338627450980392	0.8622857142857142	0.924125	0.9646666666666666	0.9264166666666668	0.7215555555555556	0.945	0.06733333333333334	0.04873333333333333	0.8335333333333333	0.6491333333333332	0.6150000000000001	0.9810833333333333
